id,x,y,class,TRACK_ID,Rock,Metal,Pop,Disco,HipHop,Jazz,Blues,Reggae,Country,Classical
14930,-69.800476,-3.9311106,Blues,track_0387116,0,0,0,0,0,0,1,0,0,0
14931,33.896965,25.687359,Metal,track_0387117,0,1,0,0,0,0,0,0,0,0
14932,16.905704,62.57637,Disco,track_0387118,0,0,0,1,0,0,0,0,0,0
14933,13.4532385,13.073069,Jazz,track_0387119,0,0,0,0,0,1,0,0,0,0
14934,-0.66343886,40.484352,Disco,track_0387120,0,0,0,1,0,0,0,0,0,0
14935,13.587148,13.3549795,Classical,track_0387121,0,0,0,0,0,0,0,0,0,1
14936,11.346898,14.799943,Jazz,track_0387122,0,0,0,0,0,1,0,0,0,0
14937,-81.77854,0.4333355,Reggae,track_0387125,0,0,0,0,0,0,0,1,0,0
14938,-80.932655,0.27833185,Blues,track_0387237,0,0,0,0,0,0,1,0,0,0
14939,-80.704926,0.13221082,Reggae,track_0387327,0,0,0,0,0,0,0,1,0,0
14940,-81.550446,0.92636585,Reggae,track_0387383,0,0,0,0,0,0,0,1,0,0
14941,26.700464,-6.1311326,Jazz,track_0387393,0,0,0,0,0,1,0,0,0,0
14942,16.198296,1.6064669,Jazz,track_0387394,0,0,0,0,0,1,0,0,0,0
14943,43.862923,-13.459981,Classical,track_0387395,0,0,0,0,0,0,0,0,0,1
14944,-15.776558,-69.603806,Metal,track_0387396,0,1,0,0,0,0,0,0,0,0
14945,16.15778,1.5247211,Rock,track_0387397,1,0,0,0,0,0,0,0,0,0
14946,29.575182,43.60583,Jazz,track_0387398,0,0,0,0,0,1,0,0,0,0
14947,72.87584,9.772489,Jazz,track_0387399,0,0,0,0,0,1,0,0,0,0
14948,10.306725,-38.31054,Jazz,track_0387400,0,0,0,0,0,1,0,0,0,0
14949,50.267063,25.768215,Jazz,track_0387401,0,0,0,0,0,1,0,0,0,0
14950,30.04168,-44.144222,Jazz,track_0387402,0,0,0,0,0,1,0,0,0,0
14951,45.185818,16.553919,Classical,track_0387403,0,0,0,0,0,0,0,0,0,1
14952,-80.4225,0.15871434,Jazz,track_0387408,0,0,0,0,0,1,0,0,0,0
14953,26.57809,37.605934,Jazz,track_0387412,0,0,0,0,0,1,0,0,0,0
14954,26.379307,37.604008,Jazz,track_0387419,0,0,0,0,0,1,0,0,0,0
14955,-3.4146945,-24.187586,Jazz,track_0387420,0,0,0,0,0,1,0,0,0,0
14956,-3.317386,-23.927704,Jazz,track_0387421,0,0,0,0,0,1,0,0,0,0
14957,-3.6997545,-23.73747,Jazz,track_0387422,0,0,0,0,0,1,0,0,0,0
14958,-3.3663232,-23.992159,Jazz,track_0387423,0,0,0,0,0,1,0,0,0,0
14959,-3.3264465,-24.04389,Jazz,track_0387427,0,0,0,0,0,1,0,0,0,0
14960,-3.3228018,-24.35605,Jazz,track_0387430,0,0,0,0,0,1,0,0,0,0
14961,25.425667,-41.86407,Jazz,track_0387431,0,0,0,0,0,1,0,0,0,0
14962,-3.786035,-23.926867,Jazz,track_0387432,0,0,0,0,0,1,0,0,0,0
14963,26.499777,37.65404,Jazz,track_0387433,0,0,0,0,0,1,0,0,0,0
14964,26.490067,37.62027,Jazz,track_0387435,0,0,0,0,0,1,0,0,0,0
14965,-3.3608756,-24.061834,Jazz,track_0387438,0,0,0,0,0,1,0,0,0,0
14966,5.0365553,7.9731603,Jazz,track_0387439,0,0,0,0,0,1,0,0,0,0
14967,-3.6166165,-24.102507,Jazz,track_0387441,0,0,0,0,0,1,0,0,0,0
14968,4.9110937,7.9179616,Jazz,track_0387442,0,0,0,0,0,1,0,0,0,0
14969,5.018003,7.936723,Jazz,track_0387446,0,0,0,0,0,1,0,0,0,0
14970,2.694556,14.273884,Pop,track_0387458,0,0,1,0,0,0,0,0,0,0
14971,-15.370431,44.365135,Disco,track_0387482,0,0,0,1,0,0,0,0,0,0
14972,-16.818254,-68.53593,Metal,track_0387501,0,1,0,0,0,0,0,0,0,0
14973,-16.816566,-68.96386,Rock,track_0387508,1,0,0,0,0,0,0,0,0,0
14974,-16.740908,-66.22119,Rock,track_0387511,1,0,0,0,0,0,0,0,0,0
14975,-17.338678,-71.06786,Rock,track_0387513,1,0,0,0,0,0,0,0,0,0
14976,-14.747229,-45.64284,Rock,track_0387516,1,0,0,0,0,0,0,0,0,0
14977,-72.94903,-44.19963,Country,track_0387593,0,0,0,0,0,0,0,0,1,0
14978,-35.657955,-42.086246,Blues,track_0387595,0,0,0,0,0,0,1,0,0,0
14979,-59.721928,11.153742,Rock,track_0387596,1,0,0,0,0,0,0,0,0,0
14980,-28.310812,-39.699215,Rock,track_0387597,1,0,0,0,0,0,0,0,0,0
14981,-35.469532,-41.950752,Blues,track_0387598,0,0,0,0,0,0,1,0,0,0
14982,-35.61222,-42.058346,Rock,track_0387599,1,0,0,0,0,0,0,0,0,0
14983,66.55882,-5.811974,Classical,track_0387608,0,0,0,0,0,0,0,0,0,1
14984,59.307777,-2.2511587,Classical,track_0387610,0,0,0,0,0,0,0,0,0,1
14985,67.08443,-2.5873027,Classical,track_0387611,0,0,0,0,0,0,0,0,0,1
14986,49.06527,-17.2411,Classical,track_0387612,0,0,0,0,0,0,0,0,0,1
14987,64.12638,7.339193,Classical,track_0387613,0,0,0,0,0,0,0,0,0,1
14988,-16.076874,-14.596013,Jazz,track_0387705,0,0,0,0,0,1,0,0,0,0
14989,67.13141,-4.6254683,Classical,track_0387715,0,0,0,0,0,0,0,0,0,1
14990,-26.25062,49.392876,Disco,track_0388213,0,0,0,1,0,0,0,0,0,0
14991,0.50452286,21.133215,Pop,track_0388229,0,0,1,0,0,0,0,0,0,0
14992,5.0667057,20.501514,Pop,track_0388230,0,0,1,0,0,0,0,0,0,0
14993,0.3245013,21.106182,Pop,track_0388231,0,0,1,0,0,0,0,0,0,0
14994,3.3985112,19.369791,Country,track_0388232,0,0,0,0,0,0,0,0,1,0
14995,5.235256,-22.67612,Pop,track_0388233,0,0,1,0,0,0,0,0,0,0
14996,94.70503,8.57027,Classical,track_0388234,0,0,0,0,0,0,0,0,0,1
14997,38.82387,11.386447,Pop,track_0388235,0,0,1,0,0,0,0,0,0,0
14998,28.03406,-44.163147,Rock,track_0388236,1,0,0,0,0,0,0,0,0,0
14999,-16.8997,-56.739998,Blues,track_0388250,0,0,0,0,0,0,1,0,0,0
15000,30.317019,-40.07571,Jazz,track_0388251,0,0,0,0,0,1,0,0,0,0
15001,2.8572946,-52.00826,Jazz,track_0388252,0,0,0,0,0,1,0,0,0,0
15002,73.050255,-1.8765508,Classical,track_0388253,0,0,0,0,0,0,0,0,0,1
15003,-10.869673,-50.63396,Blues,track_0388254,0,0,0,0,0,0,1,0,0,0
15004,-14.724375,-48.27272,Blues,track_0388255,0,0,0,0,0,0,1,0,0,0
15005,29.343096,-49.283134,Jazz,track_0388256,0,0,0,0,0,1,0,0,0,0
15006,-10.53009,-32.034435,Rock,track_0388257,1,0,0,0,0,0,0,0,0,0
15007,37.54433,-4.3468237,Classical,track_0388273,0,0,0,0,0,0,0,0,0,1
15008,-7.160506,-13.886846,Jazz,track_0388277,0,0,0,0,0,1,0,0,0,0
15009,17.247555,61.192894,Jazz,track_0388280,0,0,0,0,0,1,0,0,0,0
15010,-25.440395,-4.323302,Reggae,track_0388281,0,0,0,0,0,0,0,1,0,0
15011,-8.384788,-13.303165,Jazz,track_0388298,0,0,0,0,0,1,0,0,0,0
15012,-44.25912,-68.49359,Rock,track_0388473,1,0,0,0,0,0,0,0,0,0
15013,-42.529625,-74.05091,Metal,track_0388474,0,1,0,0,0,0,0,0,0,0
15014,-5.5853343,22.119244,Disco,track_0388678,0,0,0,1,0,0,0,0,0,0
15015,6.569559,-54.29802,Blues,track_0388764,0,0,0,0,0,0,1,0,0,0
15016,7.7517905,18.483377,Rock,track_0388765,1,0,0,0,0,0,0,0,0,0
15017,3.1084056,28.130281,Classical,track_0388766,0,0,0,0,0,0,0,0,0,1
15018,12.560349,17.554235,Jazz,track_0388770,0,0,0,0,0,1,0,0,0,0
15019,11.516702,10.243037,Pop,track_0388778,0,0,1,0,0,0,0,0,0,0
15020,12.729457,27.986723,HipHop,track_0388810,0,0,0,0,1,0,0,0,0,0
15021,-5.8251705,31.990417,Country,track_0388816,0,0,0,0,0,0,0,0,1,0
15022,7.6378636,34.840412,Classical,track_0388817,0,0,0,0,0,0,0,0,0,1
15023,-33.28333,54.494022,Disco,track_0388822,0,0,0,1,0,0,0,0,0,0
15024,14.387735,72.91895,Disco,track_0388824,0,0,0,1,0,0,0,0,0,0
15025,37.99126,55.56441,Pop,track_0388825,0,0,1,0,0,0,0,0,0,0
15026,-49.548878,-31.428408,Blues,track_0388997,0,0,0,0,0,0,1,0,0,0
15027,64.576004,-7.171123,Classical,track_0389431,0,0,0,0,0,0,0,0,0,1
15028,61.179943,-13.00257,Classical,track_0389432,0,0,0,0,0,0,0,0,0,1
15029,95.34248,7.71139,Classical,track_0389434,0,0,0,0,0,0,0,0,0,1
15030,81.12241,3.9291344,Classical,track_0389435,0,0,0,0,0,0,0,0,0,1
15031,58.927063,-2.2814772,Classical,track_0389437,0,0,0,0,0,0,0,0,0,1
15032,58.667984,-2.6700315,Classical,track_0389438,0,0,0,0,0,0,0,0,0,1
15033,59.188328,-2.2558515,Classical,track_0389439,0,0,0,0,0,0,0,0,0,1
15034,78.701126,6.629468,Classical,track_0389440,0,0,0,0,0,0,0,0,0,1
15035,69.21805,5.630266,Classical,track_0389443,0,0,0,0,0,0,0,0,0,1
15036,44.987904,-11.581582,Classical,track_0389444,0,0,0,0,0,0,0,0,0,1
15037,69.26667,22.688524,Classical,track_0389446,0,0,0,0,0,0,0,0,0,1
15038,61.056213,-11.615074,Classical,track_0389447,0,0,0,0,0,0,0,0,0,1
15039,61.02956,-11.427644,Classical,track_0389449,0,0,0,0,0,0,0,0,0,1
15040,48.386543,-20.718204,Classical,track_0389450,0,0,0,0,0,0,0,0,0,1
15041,57.256657,0.3658776,Pop,track_0389451,0,0,1,0,0,0,0,0,0,0
15042,61.30514,-12.741521,Pop,track_0389452,0,0,1,0,0,0,0,0,0,0
15043,56.690014,-33.36017,Classical,track_0389453,0,0,0,0,0,0,0,0,0,1
15044,69.13841,6.3325524,Classical,track_0389454,0,0,0,0,0,0,0,0,0,1
15045,48.173737,-16.501339,Classical,track_0389455,0,0,0,0,0,0,0,0,0,1
15046,66.04548,19.508272,Classical,track_0389456,0,0,0,0,0,0,0,0,0,1
15047,58.92611,30.410297,Classical,track_0389476,0,0,0,0,0,0,0,0,0,1
15048,-44.139183,-68.677284,Metal,track_0389477,0,1,0,0,0,0,0,0,0,0
15049,61.690758,-12.0675745,Classical,track_0389478,0,0,0,0,0,0,0,0,0,1
15050,-44.51184,-68.48424,Rock,track_0389479,1,0,0,0,0,0,0,0,0,0
15051,61.79727,-12.032282,Classical,track_0389480,0,0,0,0,0,0,0,0,0,1
15052,61.78872,-12.038133,Classical,track_0389481,0,0,0,0,0,0,0,0,0,1
15053,61.220066,-12.056527,Classical,track_0389482,0,0,0,0,0,0,0,0,0,1
15054,80.44988,12.820396,Classical,track_0389483,0,0,0,0,0,0,0,0,0,1
15055,-13.119969,-13.798287,Jazz,track_0389520,0,0,0,0,0,1,0,0,0,0
15056,16.523813,40.77697,HipHop,track_0389521,0,0,0,0,1,0,0,0,0,0
15057,-8.016485,-29.106236,Blues,track_0389523,0,0,0,0,0,0,1,0,0,0
15058,-17.831648,-49.02174,Blues,track_0389525,0,0,0,0,0,0,1,0,0,0
15059,81.46124,-23.366108,Classical,track_0389700,0,0,0,0,0,0,0,0,0,1
15060,26.006592,28.431221,Blues,track_0389701,0,0,0,0,0,0,1,0,0,0
15061,41.508114,45.291744,HipHop,track_0389702,0,0,0,0,1,0,0,0,0,0
15062,-47.73344,1.0871706,Metal,track_0389703,0,1,0,0,0,0,0,0,0,0
15063,28.913836,14.975321,Metal,track_0389704,0,1,0,0,0,0,0,0,0,0
15064,44.026825,-74.69628,Classical,track_0389705,0,0,0,0,0,0,0,0,0,1
15065,51.632824,26.166128,Metal,track_0389706,0,1,0,0,0,0,0,0,0,0
15066,47.31312,47.172737,HipHop,track_0389707,0,0,0,0,1,0,0,0,0,0
15067,81.04846,-23.472673,Classical,track_0389708,0,0,0,0,0,0,0,0,0,1
15068,-44.26334,-68.612015,Metal,track_0389791,0,1,0,0,0,0,0,0,0,0
15069,-44.056,-68.77402,Metal,track_0389792,0,1,0,0,0,0,0,0,0,0
15070,-20.10242,-66.81221,Rock,track_0389793,1,0,0,0,0,0,0,0,0,0
15071,-50.600574,-67.221375,Rock,track_0389794,1,0,0,0,0,0,0,0,0,0
15072,-28.19442,-71.84592,Metal,track_0389795,0,1,0,0,0,0,0,0,0,0
15073,-44.02532,-68.82639,Metal,track_0389796,0,1,0,0,0,0,0,0,0,0
15074,-26.26776,-70.53392,Metal,track_0389797,0,1,0,0,0,0,0,0,0,0
15075,-28.139591,-71.82601,Metal,track_0389798,0,1,0,0,0,0,0,0,0,0
15076,102.41068,-11.36968,Classical,track_0389849,0,0,0,0,0,0,0,0,0,1
15077,98.11045,-12.59601,Classical,track_0389850,0,0,0,0,0,0,0,0,0,1
15078,98.92215,-12.633555,Classical,track_0389851,0,0,0,0,0,0,0,0,0,1
15079,104.68064,-7.757215,Classical,track_0389852,0,0,0,0,0,0,0,0,0,1
15080,100.42273,-6.115617,Classical,track_0389853,0,0,0,0,0,0,0,0,0,1
15081,102.77719,-11.226098,Classical,track_0389854,0,0,0,0,0,0,0,0,0,1
15082,102.93351,-6.0198264,Classical,track_0389855,0,0,0,0,0,0,0,0,0,1
15083,83.17243,10.487882,Classical,track_0389999,0,0,0,0,0,0,0,0,0,1
15084,82.132355,-13.0737915,Classical,track_0390000,0,0,0,0,0,0,0,0,0,1
15085,84.20835,2.2001672,Classical,track_0390001,0,0,0,0,0,0,0,0,0,1
15086,83.52809,-8.558184,Classical,track_0390002,0,0,0,0,0,0,0,0,0,1
15087,81.692566,-13.128471,Classical,track_0390003,0,0,0,0,0,0,0,0,0,1
15088,82.20821,-13.236379,Classical,track_0390004,0,0,0,0,0,0,0,0,0,1
15089,81.201256,-12.847195,Classical,track_0390005,0,0,0,0,0,0,0,0,0,1
15090,-18.418898,52.116814,Disco,track_0390460,0,0,0,1,0,0,0,0,0,0
15091,-41.489735,-75.04601,Metal,track_0390814,0,1,0,0,0,0,0,0,0,0
15092,-33.013466,11.30456,Disco,track_0390882,0,0,0,1,0,0,0,0,0,0
15093,-18.469006,-69.564514,Rock,track_0391305,1,0,0,0,0,0,0,0,0,0
15094,13.22438,25.538355,HipHop,track_0391307,0,0,0,0,1,0,0,0,0,0
15095,-35.05798,38.770718,Disco,track_0391335,0,0,0,1,0,0,0,0,0,0
15096,20.384718,51.13694,Jazz,track_0391336,0,0,0,0,0,1,0,0,0,0
15097,61.27203,47.286743,Metal,track_0391371,0,1,0,0,0,0,0,0,0,0
15098,44.089504,29.702219,Classical,track_0391373,0,0,0,0,0,0,0,0,0,1
15099,40.78946,55.433678,Reggae,track_0391418,0,0,0,0,0,0,0,1,0,0
15100,30.252481,25.748348,Pop,track_0391425,0,0,1,0,0,0,0,0,0,0
15101,-55.891144,-35.968227,Blues,track_0391592,0,0,0,0,0,0,1,0,0,0
15102,-58.252113,10.458653,Blues,track_0391593,0,0,0,0,0,0,1,0,0,0
15103,-48.97051,-68.7642,Rock,track_0391594,1,0,0,0,0,0,0,0,0,0
15104,-41.59649,-44.20422,Blues,track_0391595,0,0,0,0,0,0,1,0,0,0
15105,-55.72894,-36.66036,Rock,track_0391596,1,0,0,0,0,0,0,0,0,0
15106,-18.172972,-31.88848,Rock,track_0391637,1,0,0,0,0,0,0,0,0,0
15107,66.89103,-3.6828473,Classical,track_0391846,0,0,0,0,0,0,0,0,0,1
15108,91.116196,-18.58116,Classical,track_0392210,0,0,0,0,0,0,0,0,0,1
15109,91.06539,-18.591148,Classical,track_0392219,0,0,0,0,0,0,0,0,0,1
15110,-58.819576,-13.993385,Jazz,track_0392452,0,0,0,0,0,1,0,0,0,0
15111,-58.86771,-14.265474,Jazz,track_0392453,0,0,0,0,0,1,0,0,0,0
15112,-58.86475,-14.279031,Jazz,track_0392454,0,0,0,0,0,1,0,0,0,0
15113,-58.81592,-14.0863,Jazz,track_0392465,0,0,0,0,0,1,0,0,0,0
15114,-59.314648,-14.251011,HipHop,track_0392466,0,0,0,0,1,0,0,0,0,0
15115,-60.71433,57.639942,Metal,track_0392534,0,1,0,0,0,0,0,0,0,0
15116,-60.77541,57.061558,HipHop,track_0392535,0,0,0,0,1,0,0,0,0,0
15117,-49.513348,21.767467,Reggae,track_0392586,0,0,0,0,0,0,0,1,0,0
15118,27.159037,49.43442,Jazz,track_0392588,0,0,0,0,0,1,0,0,0,0
15119,-29.054436,32.407948,Disco,track_0392589,0,0,0,1,0,0,0,0,0,0
15120,-17.66051,34.52891,Disco,track_0392596,0,0,0,1,0,0,0,0,0,0
15121,10.556047,15.720239,Jazz,track_0392598,0,0,0,0,0,1,0,0,0,0
15122,39.99548,21.164734,Metal,track_0392618,0,1,0,0,0,0,0,0,0,0
15123,11.297289,60.85589,Disco,track_0392833,0,0,0,1,0,0,0,0,0,0
15124,-8.122289,31.458937,Disco,track_0392870,0,0,0,1,0,0,0,0,0,0
15125,27.78262,-21.092573,Blues,track_0392874,0,0,0,0,0,0,1,0,0,0
15126,-27.586964,65.52838,Disco,track_0392886,0,0,0,1,0,0,0,0,0,0
15127,-28.276613,65.35484,Disco,track_0392893,0,0,0,1,0,0,0,0,0,0
15128,-23.672039,59.657627,Disco,track_0392895,0,0,0,1,0,0,0,0,0,0
15129,-8.261586,31.76812,Disco,track_0392963,0,0,0,1,0,0,0,0,0,0
15130,-18.115908,35.329678,Disco,track_0393080,0,0,0,1,0,0,0,0,0,0
15131,-27.837193,50.72046,Disco,track_0393083,0,0,0,1,0,0,0,0,0,0
15132,29.46303,-68.26168,Jazz,track_0393084,0,0,0,0,0,1,0,0,0,0
15133,-40.06893,13.752197,Disco,track_0393085,0,0,0,1,0,0,0,0,0,0
15134,-3.1578274,-17.547964,Jazz,track_0393086,0,0,0,0,0,1,0,0,0,0
15135,-23.677292,76.14667,Disco,track_0393087,0,0,0,1,0,0,0,0,0,0
15136,-17.885952,38.414387,Disco,track_0393088,0,0,0,1,0,0,0,0,0,0
15137,-23.747978,75.88823,Disco,track_0393089,0,0,0,1,0,0,0,0,0,0
15138,3.9026875,1.6182932,Disco,track_0393091,0,0,0,1,0,0,0,0,0,0
15139,-22.822502,61.147495,Disco,track_0393093,0,0,0,1,0,0,0,0,0,0
15140,-32.79344,68.3642,Pop,track_0393095,0,0,1,0,0,0,0,0,0,0
15141,104.0219,-9.641065,Classical,track_0393240,0,0,0,0,0,0,0,0,0,1
15142,104.91668,-8.132265,Classical,track_0393242,0,0,0,0,0,0,0,0,0,1
15143,88.74107,-3.7100272,Classical,track_0393244,0,0,0,0,0,0,0,0,0,1
15144,98.16655,-9.789554,Classical,track_0393245,0,0,0,0,0,0,0,0,0,1
15145,100.37961,-10.0034485,Classical,track_0393247,0,0,0,0,0,0,0,0,0,1
15146,98.38714,-9.865324,Classical,track_0393249,0,0,0,0,0,0,0,0,0,1
15147,97.70028,-9.6633215,Classical,track_0393252,0,0,0,0,0,0,0,0,0,1
15148,104.2858,-6.1859746,Classical,track_0393256,0,0,0,0,0,0,0,0,0,1
15149,103.19959,-10.488106,Classical,track_0393257,0,0,0,0,0,0,0,0,0,1
15150,96.272964,-10.99959,Classical,track_0393259,0,0,0,0,0,0,0,0,0,1
15151,98.57018,-6.033831,Classical,track_0393260,0,0,0,0,0,0,0,0,0,1
15152,69.08259,-2.5128536,Jazz,track_0393386,0,0,0,0,0,1,0,0,0,0
15153,-18.517748,-29.751678,Country,track_0393387,0,0,0,0,0,0,0,0,1,0
15154,36.559338,0.36590198,Jazz,track_0393390,0,0,0,0,0,1,0,0,0,0
15155,8.950678,-9.3069935,Jazz,track_0393391,0,0,0,0,0,1,0,0,0,0
15156,21.825226,-49.732327,Jazz,track_0393580,0,0,0,0,0,1,0,0,0,0
15157,17.35564,-77.63662,Country,track_0393581,0,0,0,0,0,0,0,0,1,0
15158,9.352015,-64.928635,Jazz,track_0393582,0,0,0,0,0,1,0,0,0,0
15159,24.03548,-18.248215,Jazz,track_0393691,0,0,0,0,0,1,0,0,0,0
15160,0.40542665,-18.828175,Jazz,track_0393694,0,0,0,0,0,1,0,0,0,0
15161,25.813066,-27.265215,Jazz,track_0393728,0,0,0,0,0,1,0,0,0,0
15162,24.56259,-17.876034,Jazz,track_0393734,0,0,0,0,0,1,0,0,0,0
15163,37.606102,14.264529,Classical,track_0393743,0,0,0,0,0,0,0,0,0,1
15164,-0.18854739,-18.53671,Jazz,track_0393748,0,0,0,0,0,1,0,0,0,0
15165,-30.214277,15.651526,HipHop,track_0393820,0,0,0,0,1,0,0,0,0,0
15166,35.818066,-46.161495,Reggae,track_0393960,0,0,0,0,0,0,0,1,0,0
15167,-36.431656,42.197033,Disco,track_0393961,0,0,0,1,0,0,0,0,0,0
15168,-41.664944,31.552542,Jazz,track_0393962,0,0,0,0,0,1,0,0,0,0
15169,-32.31639,35.556923,Jazz,track_0393963,0,0,0,0,0,1,0,0,0,0
15170,-31.788616,39.984962,Disco,track_0393964,0,0,0,1,0,0,0,0,0,0
15171,16.47071,75.68847,Disco,track_0393965,0,0,0,1,0,0,0,0,0,0
15172,-30.804415,41.009296,Disco,track_0393966,0,0,0,1,0,0,0,0,0,0
15173,-26.69088,56.51015,Disco,track_0393967,0,0,0,1,0,0,0,0,0,0
15174,-22.198534,-5.7137117,Jazz,track_0393968,0,0,0,0,0,1,0,0,0,0
15175,-37.508453,41.129093,Disco,track_0393969,0,0,0,1,0,0,0,0,0,0
15176,19.363728,-9.0435505,Country,track_0393970,0,0,0,0,0,0,0,0,1,0
15177,39.301155,50.34187,Reggae,track_0393971,0,0,0,0,0,0,0,1,0,0
15178,-6.04874,59.8872,Disco,track_0393972,0,0,0,1,0,0,0,0,0,0
15179,-18.24747,-7.193765,Disco,track_0393973,0,0,0,1,0,0,0,0,0,0
15180,-59.95318,-20.285957,Pop,track_0394063,0,0,1,0,0,0,0,0,0,0
15181,-69.3005,-20.85994,Pop,track_0394064,0,0,1,0,0,0,0,0,0,0
15182,10.632001,-71.67101,Country,track_0394066,0,0,0,0,0,0,0,0,1,0
15183,-58.692398,-18.433958,Blues,track_0394069,0,0,0,0,0,0,1,0,0,0
15184,-56.29292,2.8302896,Blues,track_0394072,0,0,0,0,0,0,1,0,0,0
15185,27.554014,-58.006123,Rock,track_0394393,1,0,0,0,0,0,0,0,0,0
15186,65.4441,32.467022,Pop,track_0394407,0,0,1,0,0,0,0,0,0,0
15187,51.170063,-24.999664,Classical,track_0394415,0,0,0,0,0,0,0,0,0,1
15188,67.14395,-6.078166,Classical,track_0394420,0,0,0,0,0,0,0,0,0,1
15189,13.93146,55.356922,Pop,track_0394439,0,0,1,0,0,0,0,0,0,0
15190,26.814133,48.27869,Jazz,track_0394440,0,0,0,0,0,1,0,0,0,0
15191,2.92744,29.631533,Jazz,track_0394442,0,0,0,0,0,1,0,0,0,0
15192,66.34388,-9.632015,Classical,track_0394496,0,0,0,0,0,0,0,0,0,1
15193,-33.436207,38.827934,Jazz,track_0394600,0,0,0,0,0,1,0,0,0,0
15194,-2.8292017,11.973457,Jazz,track_0394602,0,0,0,0,0,1,0,0,0,0
15195,-34.48789,5.0147243,Jazz,track_0394604,0,0,0,0,0,1,0,0,0,0
15196,-26.715044,0.01988518,Jazz,track_0394606,0,0,0,0,0,1,0,0,0,0
15197,-26.541103,-0.03626343,Jazz,track_0394607,0,0,0,0,0,1,0,0,0,0
15198,48.490623,36.967003,Classical,track_0394608,0,0,0,0,0,0,0,0,0,1
15199,-1.2601634,12.257878,Jazz,track_0394612,0,0,0,0,0,1,0,0,0,0
15200,13.571839,26.548624,Pop,track_0395005,0,0,1,0,0,0,0,0,0,0
15201,44.630077,0.18271722,Rock,track_0395043,1,0,0,0,0,0,0,0,0,0
15202,-65.18302,-9.657581,Jazz,track_0395258,0,0,0,0,0,1,0,0,0,0
15203,-81.5563,-21.919264,Country,track_0395259,0,0,0,0,0,0,0,0,1,0
15204,35.144985,-39.683846,Jazz,track_0395261,0,0,0,0,0,1,0,0,0,0
15205,-78.46709,-38.78446,Rock,track_0395262,1,0,0,0,0,0,0,0,0,0
15206,-81.44539,-21.409893,Jazz,track_0395263,0,0,0,0,0,1,0,0,0,0
15207,-78.08152,-36.54892,Country,track_0395264,0,0,0,0,0,0,0,0,1,0
15208,-40.96607,3.7517893,Jazz,track_0395265,0,0,0,0,0,1,0,0,0,0
15209,-75.64158,-36.636623,Blues,track_0395266,0,0,0,0,0,0,1,0,0,0
15210,-45.35352,-2.528693,Pop,track_0395267,0,0,1,0,0,0,0,0,0,0
15211,16.7929,-60.47839,Jazz,track_0395268,0,0,0,0,0,1,0,0,0,0
15212,-42.269382,7.7270164,Classical,track_0395269,0,0,0,0,0,0,0,0,0,1
15213,-44.335007,-17.486534,Blues,track_0395270,0,0,0,0,0,0,1,0,0,0
15214,12.611183,-43.2971,Jazz,track_0395289,0,0,0,0,0,1,0,0,0,0
15215,13.583818,-49.20064,Jazz,track_0395290,0,0,0,0,0,1,0,0,0,0
15216,26.297071,-25.501266,Jazz,track_0395291,0,0,0,0,0,1,0,0,0,0
15217,13.125126,-43.836533,Jazz,track_0395292,0,0,0,0,0,1,0,0,0,0
15218,92.53564,2.667238,Classical,track_0395293,0,0,0,0,0,0,0,0,0,1
15219,13.141204,-43.156273,Jazz,track_0395294,0,0,0,0,0,1,0,0,0,0
15220,-44.55454,-17.916113,Blues,track_0395459,0,0,0,0,0,0,1,0,0,0
15221,-27.826117,57.635223,Disco,track_0395468,0,0,0,1,0,0,0,0,0,0
15222,10.740189,73.67306,Disco,track_0395469,0,0,0,1,0,0,0,0,0,0
15223,-5.775524,61.261196,Disco,track_0395470,0,0,0,1,0,0,0,0,0,0
15224,-7.6822567,63.62671,Disco,track_0395471,0,0,0,1,0,0,0,0,0,0
15225,-28.849834,56.63348,Disco,track_0395472,0,0,0,1,0,0,0,0,0,0
15226,-33.96189,48.28316,Disco,track_0395473,0,0,0,1,0,0,0,0,0,0
15227,-19.97899,54.25814,Disco,track_0395474,0,0,0,1,0,0,0,0,0,0
15228,-24.221415,54.434967,Disco,track_0395475,0,0,0,1,0,0,0,0,0,0
15229,-50.6706,26.64442,Pop,track_0395476,0,0,1,0,0,0,0,0,0,0
15230,-54.27432,31.807858,Disco,track_0395479,0,0,0,1,0,0,0,0,0,0
15231,-34.27393,76.04693,Disco,track_0395654,0,0,0,1,0,0,0,0,0,0
15232,-32.512424,74.82076,Disco,track_0395750,0,0,0,1,0,0,0,0,0,0
15233,-85.479416,3.053045,Reggae,track_0395801,0,0,0,0,0,0,0,1,0,0
15234,-17.660927,-69.43376,Rock,track_0395901,1,0,0,0,0,0,0,0,0,0
15235,40.5323,14.526383,HipHop,track_0395902,0,0,0,0,1,0,0,0,0,0
15236,-17.397959,-67.77636,Rock,track_0395904,1,0,0,0,0,0,0,0,0,0
15237,0.7456565,-61.46832,Jazz,track_0395906,0,0,0,0,0,1,0,0,0,0
15238,3.92885,-63.00163,Jazz,track_0395907,0,0,0,0,0,1,0,0,0,0
15239,-17.118929,-68.920815,Rock,track_0395908,1,0,0,0,0,0,0,0,0,0
15240,20.429247,-73.046036,Country,track_0395910,0,0,0,0,0,0,0,0,1,0
15241,-11.463729,-55.85611,Blues,track_0395912,0,0,0,0,0,0,1,0,0,0
15242,0.5944989,-61.428207,Jazz,track_0395913,0,0,0,0,0,1,0,0,0,0
